GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
lab07,hello,GithubOrgMembershipService,185,15,10,0,39,5,8,1,3,1
lab07,hello,AuthControllerAdvice,43,3,6,0,8,1,9,1,6,1
lab07,hello,Application,55,3,0,0,18,1,2,1,2,1
lab07,hello,MembershipService,30,0,10,0,8,0,7,0,2,0
lab07,hello,WebController,37,0,0,0,10,0,6,0,6,0
